GeneName,GeneSymbolOrthologs
AGAP001801,CG10050
AGAP001802,Marf
AGAP001803,CG6066
AGAP001804,Nmt
AGAP001805,RpL13
AGAP001806,CG3655
AGAP001807,Lgr4
AGAP001809,Ttc26
AGAP001810,CG3061
AGAP001811,Ir84a
AGAP001814,CG31019
AGAP001813,His3.3B
AGAP001815,CG7914
AGAP001818,CG31249
AGAP001819,CG4367
AGAP001820,Hel89B
AGAP001823,NoSymbolFound
AGAP001824,side-VI
AGAP001826,apolpp
AGAP001827,CG2918
AGAP001828,CG2865
AGAP001854,Ogg1
AGAP001856,per
AGAP001858,Atet
AGAP001862,FMRFaR
AGAP001865,mRpL17
AGAP001866,bif
AGAP013033,CG42516
AGAP001867,hep
AGAP001870,sbm
AGAP001871,CG10803
AGAP001872,CG2875
AGAP013489,CG1738
AGAP001873,CG16953
AGAP001874,Rap1
AGAP001877,e(y)3
AGAP001878,Naa20A
AGAP001879,crn
AGAP001880,gt
AGAP013102,tko
AGAP001882,NoSymbolFound
AGAP001883,elav
AGAP001884,NoSymbolFound
AGAP001885,WDR79
AGAP001886,Vrp1
AGAP001887,Blos1
AGAP001888,FucT6
AGAP001890,MtnC
AGAP001894,CG1105
AGAP001895,Kdm2
AGAP001896,Mst85C
AGAP001897,Sas-4
AGAP001898,mRpL44
AGAP001899,NoSymbolFound
AGAP001900,abo
AGAP001902,Rheb
AGAP001903,Mdh2
AGAP001905,Zn72D
AGAP001907,prd1
AGAP001908,Dhap-at
AGAP001909,CG7156
AGAP001910,RpS3
AGAP001911,RpL6
AGAP001912,Or85c
AGAP001913,ort
AGAP001914,Cdc37
AGAP001915,Gr63a
AGAP001916,form3
AGAP001917,msl-3
AGAP001918,Mfap1
AGAP001919,CaBP1
AGAP001923,CG30394
AGAP001924,CG9649
AGAP001925,side-V
AGAP001928,Nap1
AGAP001929,DNApol-alpha180
AGAP001930,Hrb27C
AGAP001933,ball
AGAP001935,CG43867
AGAP001936,norpA
AGAP001937,mRpL33
AGAP001938,NO66
AGAP001939,Srp72
AGAP001940,CG14671
AGAP001941,CG12746
AGAP001942,CG5793
AGAP001943,CG1578
AGAP001944,NoSymbolFound
AGAP001945,spartin
AGAP001947,Tnks
AGAP013075,CG18599
AGAP001948,Su(fu)
AGAP001950,Myt1
AGAP001951,Arc42
AGAP001952,S-Lap2
AGAP001953,wkd
AGAP001954,psidin
AGAP001955,PIG-L
AGAP001957,NoSymbolFound
AGAP001958,cry
AGAP001959,CG10098
AGAP001962,CCAP-R
AGAP001968,mldr
AGAP001971,Ubi-p63E
AGAP001972,trus
AGAP001973,Prosalpha7
AGAP001974,CG6836
AGAP001975,CG11753
AGAP001976,Archease
AGAP001978,E2f1
AGAP001982,CG10264
AGAP013061,CG14661
AGAP001983,CG2016
AGAP013533,CG1124
AGAP001984,CG15497
AGAP001985,Gyc88E
AGAP001986,Npl4
AGAP001987,CG5071
AGAP001993,msi
AGAP001994,Bap111
AGAP001995,Prosalpha2
AGAP001996,Scgbeta
AGAP001997,CG5641
AGAP001998,mRpS10
AGAP001999,neur
AGAP002000,CG5890
AGAP002002,CG7206
AGAP002003,CG8187
AGAP002004,nxf2
AGAP002006,Con
AGAP002009,Dnah3
AGAP002010,CG13704
AGAP002011,Rh50
AGAP002012,CG13707
AGAP002013,CG13708
AGAP002014,LeuRS-m
AGAP002015,Dhc64C
AGAP002016,CG1637
AGAP002017,CG3038
AGAP002018,Setd3
AGAP013249,CG14431
AGAP002019,wds
AGAP002020,ND-ASHI
AGAP002021,Agpat1
AGAP002022,mael
AGAP013079,CG42240
AGAP002023,CG7744
AGAP002024,CG8176
AGAP002026,CG10778
AGAP002028,gzl
AGAP002030,BRWD3
AGAP002032,cv-d
AGAP002035,CG1965
AGAP002037,Dhod
AGAP002038,Lrpprc2
AGAP013178,CHES-1-like
AGAP002039,Fie
AGAP002040,boi
AGAP002041,CG16779
AGAP002047,atl
AGAP002048,yem
AGAP002050,CG31121
AGAP002051,CG11069
AGAP013384,CG16863
AGAP002052,CG13643
AGAP002054,Fit1
AGAP002055,Gal
AGAP002058,Ect3
AGAP002059,BOD1
AGAP002060,CG11147
AGAP002061,Rpn7
AGAP002062,CG12259
AGAP002063,Nop56
AGAP002064,CG15602
AGAP002065,pinta
AGAP002066,mats
AGAP002067,CG13850
AGAP002068,CG13855
AGAP002070,CG13857
AGAP002071,ABCD
AGAP002072,CG12880
AGAP002073,Sce
AGAP002074,CG3386
AGAP002075,Mps1
AGAP002076,Hsc70-4
AGAP002077,CG7849
AGAP002078,janA
AGAP002079,CG32683
AGAP002080,CG14238
AGAP002083,rn
AGAP002084,Gpat4
AGAP002085,CG31997
AGAP013167,CG7639
AGAP002086,Duba
AGAP002087,ksh
AGAP002088,CG3071
AGAP002089,Schip1
AGAP002090,Nlg2
AGAP002091,Pfas
AGAP002092,Rab30
AGAP002093,Nha1
AGAP002094,uex
AGAP002095,usp
AGAP002097,brn
AGAP002099,CG5262
AGAP002100,HEATR2
AGAP002101,IleRS
AGAP002102,Mal-A1
AGAP002104,side-VIII
AGAP002107,CG3226
AGAP002108,MKP-4
AGAP002109,Ctr1A
AGAP002110,Cdc7
AGAP002111,CG4709
AGAP002112,CG3342
AGAP002114,fzr
AGAP002115,rad
AGAP002117,Aven
AGAP002118,CG6769
AGAP002119,mnb
AGAP002120,CG12241
AGAP002121,Rpb7
AGAP002122,RpL32
AGAP002123,Axn
AGAP002124,NijC
AGAP002126,Or94b
AGAP002127,Arp1
AGAP002128,CG5555
AGAP002129,nero
AGAP002130,CG1890
AGAP002132,ear
AGAP002133,CG18528
AGAP002135,dpr9
AGAP002136,JhI-26
AGAP002138,Cyp313a4
AGAP002139,CG13972
AGAP002141,CG12091
AGAP002142,CG1951
AGAP002143,CG10958
AGAP002144,U4-U6-60K
AGAP002145,inaD
AGAP002147,CG10376
AGAP002149,Map205
AGAP002150,Ih
AGAP002151,CG9135
AGAP002152,nAChRalpha6
AGAP002153,ova
AGAP002155,Hnf4
AGAP002156,AkhR
AGAP002157,Tsp
AGAP002159,jp
AGAP002161,Akt1
AGAP002165,NoSymbolFound
AGAP002166,spoon
AGAP002167,Lsm12a
AGAP002168,CG15239
AGAP002169,NoSymbolFound
AGAP002170,ND-24
AGAP002171,nop5
AGAP002172,acj6
AGAP002173,CG6420
AGAP002175,Yif1
AGAP002176,amon
AGAP002177,Rrp46
AGAP002178,hth
AGAP002181,CG5644
AGAP002182,pix
AGAP002183,Srp68
AGAP002184,CG6184
AGAP002185,CG6195
AGAP002186,LpR2
AGAP002192,CG5028
AGAP002193,sbr
AGAP013463,pain
AGAP002194,NoSymbolFound
AGAP002198,Gnmt
AGAP002199,CG14395
AGAP002200,CG12581
AGAP002212,CG31176
AGAP002214,CG32176
AGAP002215,CG2747
AGAP002216,CG2540
AGAP002218,mRpL47
AGAP002219,Ras85D
AGAP002220,CG16790
AGAP002221,Nle
AGAP002222,CG10435
AGAP002223,CG1582
AGAP002224,Ork1
AGAP002226,CG34384
AGAP002227,sgll
AGAP002229,5-HT2B
AGAP002232,5-HT2A
AGAP002233,CG34357
AGAP002234,Hr83
AGAP002235,pnr
AGAP002239,CG4210
AGAP002241,ZIPIC
AGAP002242,SIDL
AGAP002243,CG41099
AGAP002244,CG8501
AGAP002245,UQCR-11
AGAP002246,Set1
AGAP002247,MED21
AGAP002248,ncd
AGAP002250,CG17698
AGAP002251,CG40045
AGAP002252,frtz
AGAP002253,CG3308
AGAP002254,Sws1
AGAP002255,Rad1
AGAP002256,CG11454
AGAP002257,Tsp86D
AGAP002258,MED31
AGAP002259,slx1
AGAP002260,DCAF12
AGAP002261,RasGAP1
AGAP002262,Ac78C
AGAP002263,Pcyt2
AGAP002264,CG32486
AGAP002265,Srp54
AGAP002266,CG17746
AGAP002269,Fibp
AGAP002272,Ank2
AGAP002275,Gr66a
AGAP002276,Sbp2
AGAP002277,CG34132
AGAP002278,Hmt-1
AGAP002279,CG12268
AGAP002280,CG7943
AGAP002281,Afti
AGAP002282,tsl
AGAP002283,Pex16
AGAP002284,Naa15-16
AGAP002285,CG18542
AGAP002286,CG3337
AGAP002287,Oga
AGAP002288,Hmgcr
AGAP002289,udt
AGAP002290,Nelf-A
AGAP002291,e
AGAP002295,asun
AGAP002296,orb2
AGAP002299,CG18635
AGAP002300,Rrp6
AGAP002301,l(1)10Bb
AGAP002302,mms4
AGAP002303,CG8924
AGAP002305,BCAS2
AGAP002306,RpL4
AGAP002307,Prp18
AGAP002308,P5cr
AGAP002309,NoSymbolFound
AGAP002310,Cad99C
AGAP002313,CG31301
AGAP002315,Atg16
AGAP002316,neo
AGAP002317,Amy-d
AGAP002320,CG3663
AGAP002321,CG11873
AGAP002322,CG6688
AGAP002323,CG34375
AGAP002324,Nha2
AGAP002325,klg
AGAP012947,CG13840
AGAP002328,CG13004
AGAP013459,CG43993
AGAP002329,CROT
AGAP002330,CG7006
AGAP002331,Esp
AGAP002332,mRpL11
AGAP002333,CG8461
AGAP002334,spas
AGAP002335,Rox8
AGAP002336,kek5
AGAP002337,eIF3d1
AGAP002338,Vps29
AGAP002339,CG12795
AGAP002340,eIF3a
AGAP002341,CG3246
AGAP002344,mei-P26
AGAP002345,APC4
AGAP002347,CG17065
AGAP002348,Rrp45
AGAP002349,CG13151
AGAP002350,up
AGAP002351,Nup98-96
AGAP002352,p53
AGAP002354,Evi5
AGAP002355,Gs2
AGAP002356,parvin
AGAP002357,CG32576
AGAP002358,sesB
AGAP002361,CG6398
AGAP013174,CG33932
AGAP002362,Rpp20
AGAP002363,CG11790
AGAP002364,Mitofilin
AGAP002365,CG10841
AGAP002366,ChT
AGAP002367,CG11584
AGAP002369,NoSymbolFound
AGAP002370,ChAT
AGAP002371,Mekk1
AGAP002372,ro
AGAP002374,Hrb87F
AGAP002375,RpI12
AGAP002376,NoSymbolFound
AGAP002377,CG7910
AGAP002378,AdSL
AGAP002379,PAPLA1
AGAP002382,CG43394
AGAP002383,MetRS-m
AGAP002381,Tace
AGAP002384,CG1074
AGAP002385,Trs33
AGAP002386,CG14650
AGAP002387,Acph-1
AGAP002388,CG9272
AGAP002389,CG7215
AGAP002390,CG7903
AGAP002391,CG10175
AGAP002392,TBC1d7
AGAP002393,nac
AGAP002394,CG12267
AGAP002396,Stt3B
AGAP002397,CG6428
AGAP013414,Ppi1
AGAP002398,Desi
AGAP013481,CG45076
AGAP013405,CG42633
AGAP002400,mRpL37
AGAP002401,NoSymbolFound
AGAP002402,CG6136
AGAP002403,CG10898
AGAP002404,Cul5
AGAP002405,PSMG1
AGAP002406,CG7168
AGAP002407,mRpS18A
AGAP002408,CG11980
AGAP002409,Pus1
AGAP002411,loco
AGAP002412,mRpL45
AGAP002413,kra
AGAP002414,svr
AGAP002415,RhoGAP16F
AGAP013241,Cyp4d1
AGAP002419,Cyp4d2
AGAP002420,Alg10
AGAP002421,CG14142
AGAP002422,CG9372
AGAP002424,NoSymbolFound
AGAP002425,CG5618
AGAP002426,CG13926
AGAP002427,Klp64D
AGAP002428,CG9628
AGAP002429,shd
AGAP002431,HGTX
AGAP002435,CG15708
AGAP002434,cnn
AGAP002436,isopeptidase-T-3
AGAP002437,RpS8
AGAP002438,csw
AGAP002439,CG17776
AGAP002440,Cdc42
AGAP002441,Nep5
AGAP002449,Ugt50B3
AGAP002451,Snmp1
AGAP013339,CG13231
AGAP002454,Gos28
AGAP002455,CG9288
AGAP002456,CG9297
AGAP002457,Cht5
AGAP013018,CG33096
AGAP002459,l(1)G0469
AGAP013297,fd96Ca
AGAP002461,CG11791
AGAP002463,CG13604
AGAP002464,Fer2LCH
AGAP002465,Fer1HCH
AGAP002466,Task7
AGAP013273,BBIP1
AGAP002467,CG8135
AGAP002468,RpL26
AGAP002469,Nak
AGAP002470,mRpL27
AGAP002471,CG13692
AGAP002472,pic
AGAP002473,Vha14-1
AGAP002474,Cpsf100
AGAP002475,krimp
AGAP002476,Claspin
AGAP002477,mtSSB
AGAP002478,CycB3
AGAP002480,CG30094
AGAP002481,Rpn1
AGAP002483,CG7328
AGAP013007,CG14636
AGAP002486,CG12420
AGAP002487,CG32532
AGAP002488,CoRest
AGAP002492,ewg
AGAP002493,spri
AGAP002494,dpr14
AGAP002495,blow
AGAP002496,Vhl
AGAP002497,CG32772
AGAP002498,Vps39
AGAP002499,CG17896
AGAP002500,CG14407
AGAP002501,PPP4R2r
AGAP002502,eIF4G1
AGAP002504,Nsun2
AGAP002505,Ca-alpha1T
AGAP002506,lz
AGAP002507,Pex3
AGAP002509,flr
AGAP002511,gogo
AGAP002510,CG17122
AGAP002512,FRG1
AGAP002513,SCCRO4
AGAP002514,CG14561
AGAP002516,CG7139
AGAP002517,CG42554
AGAP002518,CG7470
AGAP002519,Oct-TyrR
AGAP002520,CG31548
AGAP002521,CG31549
AGAP002522,Rad9
AGAP013013,Blos3
AGAP002523,kto
AGAP002524,CG6983
AGAP002525,CG7414
AGAP002526,CG32448
AGAP002527,NoSymbolFound
AGAP002528,Trs20
AGAP002531,Tasp1
AGAP002532,CycJ
AGAP002533,l(3)73Ah
AGAP002534,Dhpr
AGAP002535,Pgam5
AGAP002536,CG11638
AGAP002537,Burs
AGAP002538,Vsp37A
AGAP002539,IntS3
AGAP002541,CG10038
AGAP002540,Rsbp15
AGAP002543,CG12256
AGAP002544,svp
AGAP002547,Cbp20
AGAP002548,CG15923
AGAP002549,CG4972
AGAP002550,CG31324
AGAP002552,CG6142
AGAP002553,CG31323
AGAP002554,pasha
AGAP002556,Obp84a
AGAP002557,Gld
AGAP002558,Or83a
AGAP002559,CG2663
AGAP002560,Orco
AGAP002563,CG14669
AGAP002564,Ald1
AGAP002566,CG12290
AGAP002567,Hsl
AGAP002568,san
AGAP002569,Serinc
AGAP002570,GluRS-m
AGAP002571,sll
AGAP002575,Sclp
AGAP002576,CG10362
AGAP002578,cac
AGAP002579,sas
AGAP002580,rec
AGAP002583,CG3987
AGAP002586,GlyS
AGAP002587,CG8028
AGAP002591,pxb
AGAP002595,CG4520
AGAP013190,rho-5
AGAP002600,CG2100
AGAP002601,nerfin-1
AGAP002602,rasp
AGAP013296,CG11858
AGAP002603,HBS1
AGAP002604,CG34261
AGAP002605,XRCC1
AGAP002606,Rpn12
AGAP002607,CG1737
AGAP002608,CG13369
AGAP013336,CG11752
AGAP002609,CG8300
AGAP002610,CG9650
AGAP002614,CG6695
AGAP012958,Pits
AGAP002616,CG8032
AGAP002617,GramD1B
AGAP002618,Sym
AGAP002619,CG1910
AGAP002621,CG2150
AGAP002622,salt
AGAP013538,pygo
AGAP002623,TTLL6B
AGAP002624,Zip88E
AGAP002625,CG14866
AGAP013226,CG9727
AGAP002626,rho-7
AGAP002627,CG4390
AGAP002628,CG34353
AGAP002629,Mur18B
AGAP002630,ND-AGGG
AGAP002631,CG34291
AGAP002634,CG6154
AGAP002635,Gr98c
AGAP002638,osy
AGAP002639,Or22c
AGAP013086,CG33454
AGAP002644,ATP8B
AGAP002645,Sep1
AGAP002646,Cdk7
AGAP002647,PhKgamma
AGAP002648,CG43163
AGAP002649,tyf
AGAP002651,Bruce
AGAP002652,Sccpdh1
AGAP002653,alpha-PheRS
AGAP002656,CG7099
AGAP002657,CG9578
AGAP002658,SmF
AGAP002659,CG11655
AGAP002661,CG9577
AGAP002662,CG7718
AGAP002663,T48
AGAP002664,MED27
AGAP002665,Vps11
AGAP002667,Tctp
AGAP002668,CG7988
AGAP013131,CG34117
AGAP002669,Gen
AGAP002670,Kcmf1
AGAP002671,GalT1
AGAP002672,CG13654
AGAP002674,tw
AGAP002677,lobo
AGAP013200,dan
AGAP002678,Bili
AGAP002680,Clbn
AGAP002683,CG8311
AGAP002684,Nnp-1
AGAP002685,Atg8a
AGAP002686,AMPKalpha
AGAP002687,kz
AGAP002689,spdo
AGAP002690,Irbp
AGAP002691,Vdup1
AGAP002692,Elys
AGAP002693,CG9281
AGAP002695,pico
AGAP002702,zld
AGAP002704,Slc25A46a
AGAP002705,CG2202
AGAP002706,SNRPG
AGAP002707,dpr18
AGAP002709,CG2278
AGAP002710,slpr
AGAP002711,sdt
AGAP002712,Brms1
AGAP002713,mRpL49
AGAP002715,east
AGAP002717,CG3156
AGAP002718,pdgy
AGAP002719,eag
AGAP002721,v
AGAP002723,CG32544
AGAP002725,CG12075
AGAP002726,Cpr57A
AGAP002728,Idh3a
AGAP002729,vap
AGAP002730,MagR
AGAP002731,temp
AGAP002733,CG34038
AGAP002734,CG13126
AGAP002735,enok
AGAP002736,raw
AGAP002737,Strn-Mlck
AGAP002738,CG40006
AGAP002739,uif
AGAP013044,Clp
AGAP002740,CG4407
AGAP002741,trx
AGAP002742,DCTN3-p24
AGAP002743,CG14770
AGAP013298,CG14625
AGAP002744,CG11380
AGAP002748,Pkc98E
AGAP002751,CG14325
AGAP002752,P58IPK
AGAP002753,CG8765
AGAP002754,RpL35A
AGAP002757,CG8312
AGAP002758,Iru
AGAP002759,CCT3
AGAP002760,mus101
AGAP002761,Mccc2
AGAP002762,CCT7
AGAP013026,NoSymbolFound
AGAP002764,CG15717
AGAP002773,sr
AGAP002775,CG7218
AGAP002776,CstF50
AGAP002777,mRpS33
AGAP013266,PEK
AGAP002778,mst
AGAP002779,TfIIFalpha
AGAP002780,Sf3b6
AGAP002781,ema
AGAP002782,CG8223
AGAP013378,CG34135
AGAP013010,CG11768
AGAP002784,Sb
AGAP002787,CG12594
AGAP002788,CG5903
AGAP002790,Appl
AGAP002791,CG10495
AGAP013237,CG11656
AGAP002793,sli
AGAP002800,cin
AGAP002801,GlcAT-I
AGAP002802,Fas2
AGAP002805,mei-9
AGAP002807,fs(1)h
AGAP002808,CG3527
AGAP002809,CG12170
AGAP002810,CG31475
AGAP002812,Ras64B
AGAP013089,CG32260
AGAP002813,CG1299
AGAP002814,nab
AGAP002815,mas
AGAP002816,Ero1L
AGAP002817,CG18675
AGAP002818,Teh2
AGAP002819,Teh3
AGAP002820,tipE
AGAP002821,CG11103
AGAP002822,Cap-H2
AGAP002823,MED7
AGAP002824,TkR86C
AGAP002825,PPO2
AGAP002826,CG31272
AGAP002829,spn-E
AGAP002830,pug
AGAP002831,CG14683
AGAP002832,Ptp99A
AGAP002835,CG3823
AGAP002836,Dcr-1
AGAP002837,CDK2AP1
AGAP013054,CG14440
AGAP002839,CG3184
AGAP002840,CG8569
AGAP013351,CG11562
AGAP002841,CG12237
AGAP002845,nerfin-2
AGAP002846,trk
AGAP002852,Npc2f
AGAP002853,CheA87a
AGAP013529,CheA56a
AGAP013314,CheA86a
AGAP002857,Npc2b
AGAP002858,Atpalpha
AGAP002859,Calx
AGAP002866,Cyp6a2
AGAP002872,Lip4
AGAP002874,CG7600
AGAP002875,Hexim
AGAP013244,CG5292
AGAP002876,CG5285
AGAP002877,Ttc30
AGAP002878,Cys
AGAP002879,CG12163
AGAP002880,CSN5
AGAP002881,ETHR
AGAP002883,CG5346
AGAP013115,CG12179
AGAP002884,Vha55
AGAP002885,CheA75a
AGAP002886,Octbeta2R
AGAP002888,Octbeta3R
AGAP002889,ND-B14.5B
AGAP002890,Lsd-1
AGAP002891,ClC-a
AGAP002892,glo
AGAP002893,mRpS23
AGAP002895,Mettl3
AGAP002896,ps
AGAP002898,GstZ2
AGAP013212,blp
AGAP002899,CG4596
AGAP002900,Usp8
AGAP002901,CG9773
AGAP002902,Med
AGAP002903,CG32006
AGAP002904,Ir41a
AGAP002905,Obp19d
AGAP002906,Coq8
AGAP002908,U2af50
AGAP002913,CG31145
AGAP002915,Fur2
AGAP002916,CG32647
AGAP002917,mRpL34
AGAP002919,RpS6
AGAP002920,CG17829
AGAP002921,RpL36
AGAP002922,Scamp
AGAP002923,bys
AGAP002924,CG3638
AGAP002925,CG2145
AGAP002927,Pde9
AGAP002929,Phf7
AGAP002931,Arf102F
AGAP002932,Cerk
AGAP013008,lin-52
AGAP002933,PIG-S
AGAP002935,eIF3f1
AGAP002937,CG12723
AGAP002939,CG5254
AGAP013417,Rpp14a
AGAP002940,CG7950
AGAP002942,sima
AGAP013412,spn-A
AGAP002943,Sirt2
AGAP002945,GluProRS
AGAP002947,SMC1
AGAP013516,Tak1
AGAP002948,eIF4EHP
AGAP002949,plum
AGAP002952,Moca-cyp
AGAP002951,CG16952
AGAP002954,Cdc5
AGAP002955,Invadolysin
AGAP002956,U2af38
AGAP002957,NoSymbolFound
AGAP002958,TfIIA-L
AGAP002959,Rnp4F
AGAP002960,Sas10
AGAP002961,CG2691
AGAP002962,Tango2
AGAP013301,Mnt
AGAP002966,pll
AGAP002967,Blm
AGAP002968,CG14721
AGAP002969,AsnRS
AGAP002970,NoSymbolFound
AGAP002971,nAChRbeta2
AGAP002972,nAChRalpha2
AGAP013509,CG5397
AGAP002973,CG14826
AGAP002974,nAChRalpha1
AGAP002975,CG5768
AGAP002976,CG13614
AGAP002977,CG17782
AGAP002978,CG17780
AGAP002980,CG13613
AGAP002981,l(3)neo43
AGAP013499,p
AGAP002982,Nup358
AGAP002983,CG1815
AGAP012955,CG6574
AGAP002984,CG12213
AGAP013286,NoSymbolFound
AGAP002985,jnj
AGAP002986,NoSymbolFound
AGAP002988,Xpd
AGAP002989,CG9427
AGAP002991,RagA-B
AGAP002992,CAHbeta
AGAP002993,NoSymbolFound
AGAP002996,ClpX
AGAP002997,sigmar
AGAP002998,CG43373
AGAP002999,Smyd4-2
AGAP003000,CG42514
AGAP003001,CG33158
AGAP013545,dsx-c73A
AGAP003002,CG8939
AGAP003003,TyrRS
AGAP003004,Traf6
AGAP003005,Sik2
AGAP003006,Surf6
AGAP003008,Rpt3
AGAP003009,CG43740
AGAP003010,CG17707
AGAP003012,NoSymbolFound
AGAP003013,G9a
AGAP003014,Unc-76
AGAP003015,Ass
AGAP003016,Manf
AGAP003018,shi
AGAP003017,PpV
AGAP003019,su(f)
AGAP003021,Chc
AGAP003022,CG17564
AGAP003023,Rop
AGAP003024,CG15916
AGAP003025,RpLP2
AGAP003026,RhoGAP5A
AGAP003027,CG9572
AGAP003028,Rab35
AGAP003029,CG3815
AGAP003030,Pdha
AGAP003032,ImpE3
AGAP003033,IntS2
AGAP003034,CG32554
AGAP003035,rb
AGAP003036,Bin1
AGAP003037,CG8927
AGAP003038,CG8925
AGAP013029,CG6006
AGAP003039,CG8654
AGAP003040,S6kII
AGAP003041,CG3817
AGAP003042,CG1116
AGAP003043,alt
AGAP003047,bel
AGAP003048,Non3
AGAP003049,CG9747
AGAP003050,CG15531
AGAP003051,CG9743
AGAP003052,Sgt
AGAP003057,CG9737
AGAP013442,Sp7
AGAP003059,hdc
AGAP003060,CG13606
AGAP003061,mora
AGAP003063,CG5515
AGAP003068,CG16734
AGAP003066,Cyp304a1
AGAP003069,twr
AGAP003070,Kul
AGAP003075,poly
AGAP003074,Dic1
AGAP003076,PK2-R2
AGAP003077,CG8773
AGAP003080,orb
AGAP003081,CG13827
AGAP003085,noi
AGAP013263,CG1113
AGAP003088,CG7523
AGAP003089,CG7483
AGAP003090,CG10254
AGAP003092,RhoL
AGAP003093,CG8142
AGAP003094,e(y)1
AGAP003097,yellow-f
AGAP003099,Gip
AGAP003106,Nep4
AGAP003108,htl
AGAP003109,Ada2b
AGAP003111,su(Hw)
AGAP003112,Vti1b
AGAP003115,Nlg4
AGAP013411,cic
AGAP003118,mor
AGAP013357,CG6923
AGAP003119,eIF1A
AGAP003120,CG7131
AGAP003121,Pi4KIIalpha
AGAP003123,CG14314
AGAP003124,CRMP
AGAP003126,CG31460
AGAP003128,CG42788
AGAP003131,Edc3
AGAP003132,CG8097
AGAP003134,CG14715
AGAP003135,Taf12
AGAP003136,CG8199
AGAP003138,CG3744
AGAP003139,Spn88Ea
AGAP003140,Nf1
AGAP003141,ImpL2
AGAP003142,CG14997
AGAP003143,Seipin
AGAP003145,CG18265
AGAP003146,Rlip
AGAP003147,Golgin84
AGAP003153,Vha68-2
AGAP003154,EloB
AGAP003155,CG5412
AGAP003156,IleRS-m
AGAP003157,DNApol-iota
AGAP003158,Lkb1
AGAP003159,omd
AGAP003160,Lk6
AGAP003164,stac
AGAP003165,Ssadh
AGAP003166,CG17687
AGAP003173,CG12288
AGAP003174,Nuak1
AGAP003176,CG6293
AGAP003177,Max
AGAP003179,sip3
AGAP003180,CG7236
AGAP003182,tst
AGAP003183,Sec13
AGAP003184,Alas
AGAP003185,CG14232
AGAP003186,Usf
AGAP003187,Ptp69D
AGAP003189,CG32121
AGAP003190,Msh6
AGAP003191,FucTA
AGAP003192,alphaSnap
AGAP003193,CG10222
AGAP003194,Spn77Ba
AGAP003198,CG1695
AGAP003199,CG31229
AGAP003200,Nipsnap
AGAP003202,Tao
AGAP003203,car
AGAP003204,jef
AGAP003205,CG8468
AGAP003206,CG13907
AGAP003207,SppL
AGAP003208,CG5805
AGAP003211,dyl
AGAP003212,Fdx2
AGAP003213,nbs
AGAP003214,CG14174
AGAP003215,Rpt2
AGAP003217,mRpS6
AGAP003218,Mybbp1A
AGAP003219,eIF4H1
AGAP003220,CG2004
AGAP003221,CG5789
AGAP003222,PIG-N
AGAP003225,dgt2
AGAP003226,NoSymbolFound
AGAP003227,nmdyn-D7
AGAP003228,Caf1-55
AGAP003229,CG8149
AGAP003230,Parp
AGAP003232,CG31550
AGAP003235,DIP-gamma
AGAP003236,CG5126
AGAP003238,CG2082
AGAP003239,CG10208
AGAP003240,jagn
AGAP003242,Atu
AGAP003244,CapaR
AGAP003253,Gr64f
AGAP003255,Gr64b
AGAP003260,Gr64a
AGAP003261,zye
AGAP003262,IntS10
AGAP003263,Spec2
AGAP003264,Hat1
AGAP003265,CG8336
AGAP003266,CG5026
AGAP003267,CG6959
AGAP003268,Scm
AGAP003269,Dh44
AGAP003271,CG9492
AGAP003273,CG14868
AGAP003275,NKCC
AGAP003276,Xe7
AGAP003277,cathD
AGAP003278,CG1239
AGAP003279,CG8777
AGAP003280,sced
AGAP003282,gpp
AGAP003283,CG31183
AGAP003284,CG14877
AGAP003285,Fbxl7
AGAP003287,CG11409
AGAP003289,CAH9
AGAP003290,fs(1)N
AGAP003293,MTPAP
AGAP003294,CG11417
AGAP003295,DNaseII
AGAP003296,NoSymbolFound
AGAP003300,Zip99C
AGAP003301,stg
AGAP003302,CG9684
AGAP003303,CG6356
AGAP003304,CREG
AGAP003305,side-III
AGAP003308,Gasp
AGAP003310,Or83c
AGAP003311,CG33108
AGAP003312,KrT95D
AGAP013335,sage
AGAP003315,TrpRS
AGAP003316,Pnn
AGAP003317,CG12814
AGAP003318,Syn
AGAP003319,Timp
AGAP013430,CG34107
AGAP003320,CG42795
AGAP003321,CG3999
AGAP003323,Kif3C
AGAP003324,Naxe
AGAP003325,ND-MLRQ
AGAP003327,NoSymbolFound
AGAP003329,tara
AGAP003331,CG12173
AGAP013189,fabp
AGAP003335,SIFaR
AGAP003336,CG14894
AGAP003337,CG30022
AGAP003338,CG3719
AGAP003339,Efhc1.2
AGAP003340,hubl
AGAP003343,Cyp28a5
AGAP003344,MCTS1
AGAP003345,Xpc
AGAP003346,adp
AGAP003349,Cngl
AGAP003350,Pepck1
AGAP003351,pon
AGAP003352,CG33253
AGAP003353,NoSymbolFound
AGAP013192,CG32679
AGAP003355,CG10384
AGAP003356,qkr58E-1
AGAP003357,CG7272
AGAP003360,robl
AGAP003361,GLS
AGAP013030,robls54B
AGAP013170,Dyb
AGAP013204,CG4733
AGAP003363,CG5038
AGAP003364,CG9215
AGAP003365,Mkk4
AGAP012963,stg1
AGAP003366,Sbf
AGAP003367,ND-B8
AGAP003368,CG8929
AGAP003369,CG4266
AGAP013207,hrg
AGAP003371,CG32112
AGAP003372,Gs1l
AGAP012987,Glut4EF
AGAP003373,santa-maria
AGAP003374,Sulf1
AGAP003375,Cpr64Ac
